id,x,y,z,yaw,pitch,roll
379,1677.15,926.516,-0.297192,-0.737192,-0.0307314,-0.0198688
380,1677.37,926.344,-0.303511,-0.732023,-0.029783,-0.017735
381,1677.64,926.074,-0.304813,-0.723927,-0.0327328,-0.0191872
382,1677.8,925.907,-0.318075,-0.720484,-0.0321845,-0.0184767
383,1677.99,925.784,-0.323604,-0.715783,-0.030468,-0.015926
384,1678.25,925.597,-0.337002,-0.711039,-0.0312313,-0.0159471
385,1678.54,925.323,-0.357391,-0.701218,-0.0354115,-0.0198355
386,1678.78,925.136,-0.416651,-0.698382,-0.034812,-0.0159302
387,1679.03,924.932,-0.419109,-0.693834,-0.0345782,-0.0159477
388,1679.27,924.675,-0.422332,-0.688167,-0.0345552,-0.0174967
389,1679.77,924.289,-0.407859,-0.679293,-0.0332841,-0.0185114
