id,x,y,z,yaw,pitch,roll
379,1677.14,926.551,-0.149759,-0.740543,-0.0313881,-0.0170329
380,1677.36,926.348,-0.17713,-0.734338,-0.0314834,-0.0163301
381,1677.59,926.118,-0.223304,-0.725665,-0.0314745,-0.0159321
382,1677.77,925.934,-0.231924,-0.722567,-0.031494,-0.0166798
383,1678.02,925.764,-0.249352,-0.715836,-0.0312708,-0.0153672
384,1678.24,925.585,-0.298755,-0.711582,-0.0305356,-0.015377
385,1678.49,925.417,-0.295903,-0.70574,-0.0308311,-0.0145314
386,1678.72,925.228,-0.373271,-0.699338,-0.029167,-0.0134626
387,1678.93,925.024,-0.316382,-0.695465,-0.0305029,-0.0150039
388,1679.18,924.767,-0.26664,-0.689925,-0.0310989,-0.0163864
389,1679.47,924.524,-0.303891,-0.682341,-0.0287029,-0.0168778
